scheme,subtype,resolution,forecast_date,target_date,horizon,location,variant,median,truth,abs_error,wis,partition_size,cov_50,width_50,lo_50,hi_50,cov_80,width_80,lo_80,hi_80,cov_95,width_95,lo_95,hi_95
emerging_haplotype,vic,region,2026-06-18,2026-07-02,14,Southeast Asia,C.5.6:75E,0.017,0.062,0.045,0.019614285714285716,9,0,0.027000000000000003,0.008,0.035,1,0.077,0.004,0.081,1,0.188,0.001,0.189
emerging_haplotype,vic,region,2026-06-18,2026-07-09,21,Southeast Asia,C.5.6:75E,0.016,0.077,0.061,0.026128571428571428,9,0,0.027999999999999997,0.008,0.036,1,0.08,0.004,0.084,1,0.198,0.001,0.199
emerging_haplotype,vic,region,2026-06-18,2026-07-16,28,Southeast Asia,C.5.6:75E,0.016,0.12,0.104,0.05323571428571428,9,0,0.03,0.008,0.038,0,0.086,0.003,0.089,1,0.209,0.001,0.21
emerging_haplotype,vic,region,2026-06-18,2026-07-23,35,Southeast Asia,C.5.6:75E,0.016,0.211,0.195,0.11667142857142856,9,0,0.033,0.007,0.04,0,0.091,0.003,0.094,1,0.22,0.001,0.221
emerging_haplotype,vic,region,2026-06-18,2026-07-30,42,Southeast Asia,C.5.6:75E,0.016,0.222,0.20600000000000002,0.12331428571428571,9,0,0.033,0.007,0.04,0,0.096,0.003,0.099,1,0.23,0.001,0.231
emerging_haplotype,vic,region,2026-06-18,2026-08-06,49,Southeast Asia,C.5.6:75E,0.016,0.25,0.23399999999999999,0.1445071428571429,9,0,0.035,0.006,0.041,0,0.09999999999999999,0.003,0.103,0,0.241,0.001,0.242
emerging_haplotype,vic,region,2026-06-18,2026-08-13,56,Southeast Asia,C.5.6:75E,0.016,0.2,0.184,0.10435714285714288,9,0,0.037,0.006,0.043,0,0.107,0.003,0.11,1,0.252,0.001,0.253
emerging_haplotype,vic,region,2026-06-18,2026-06-25,7,Southeast Asia,C.5.7,0.128,0.027,0.101,0.06621428571428571,9,0,0.07200000000000001,0.098,0.17,0,0.137,0.074,0.211,0,0.22200000000000003,0.053,0.275
emerging_haplotype,vic,region,2026-06-18,2026-07-02,14,Southeast Asia,C.5.7,0.118,0.031,0.087,0.053200000000000004,9,0,0.07100000000000001,0.088,0.159,0,0.136,0.065,0.201,0,0.21400000000000002,0.046,0.26
emerging_haplotype,vic,region,2026-06-18,2026-07-09,21,Southeast Asia,C.5.7,0.108,0.038,0.07,0.037764285714285716,9,0,0.071,0.078,0.149,0,0.132,0.058,0.19,0,0.209,0.039,0.248
emerging_haplotype,vic,region,2026-06-18,2026-07-16,28,Southeast Asia,C.5.7,0.099,0.0,0.099,0.06825714285714286,9,0,0.07,0.07,0.14,0,0.128,0.051,0.179,0,0.204,0.033,0.237
emerging_haplotype,vic,region,2026-06-18,2026-07-23,35,Southeast Asia,C.5.7,0.09,0.0,0.09,0.06132142857142857,9,0,0.069,0.062,0.131,0,0.12400000000000001,0.045,0.169,0,0.199,0.028,0.227
emerging_haplotype,vic,region,2026-06-18,2026-07-30,42,Southeast Asia,C.5.7,0.082,0.0,0.082,0.05473571428571428,9,0,0.067,0.055,0.122,0,0.12,0.038,0.158,0,0.193,0.024,0.217
emerging_haplotype,vic,region,2026-06-18,2026-08-06,49,Southeast Asia,C.5.7,0.074,0.0,0.074,0.04902142857142857,9,0,0.065,0.048,0.113,0,0.11599999999999999,0.034,0.15,0,0.189,0.02,0.209
emerging_haplotype,vic,region,2026-06-18,2026-08-13,56,Southeast Asia,C.5.7,0.067,0.0,0.067,0.04357142857142858,9,0,0.06199999999999999,0.042,0.104,0,0.10900000000000001,0.029,0.138,0,0.184,0.017,0.201
emerging_haplotype,vic,region,2026-06-18,2026-06-25,7,Southeast Asia,C.5.6,0.467,0.297,0.17000000000000004,0.08125714285714289,9,0,0.12,0.398,0.518,0,0.24599999999999994,0.332,0.578,1,0.352,0.278,0.63
emerging_haplotype,vic,region,2026-06-18,2026-07-02,14,Southeast Asia,C.5.6,0.462,0.25,0.21200000000000002,0.1147357142857143,9,0,0.128,0.39,0.518,0,0.26299999999999996,0.318,0.581,0,0.371,0.27,0.641
emerging_haplotype,vic,region,2026-06-18,2026-07-09,21,Southeast Asia,C.5.6,0.457,0.192,0.265,0.16472857142857142,9,0,0.135,0.381,0.516,0,0.27599999999999997,0.307,0.583,0,0.388,0.261,0.649
emerging_haplotype,vic,region,2026-06-18,2026-07-16,28,Southeast Asia,C.5.6,0.448,0.16,0.28800000000000003,0.18754285714285715,9,0,0.14300000000000002,0.371,0.514,0,0.285,0.296,0.581,0,0.406,0.251,0.657
emerging_haplotype,vic,region,2026-06-18,2026-07-23,35,Southeast Asia,C.5.6,0.44,0.158,0.28200000000000003,0.17844285714285715,9,0,0.15100000000000002,0.361,0.512,0,0.30099999999999993,0.28,0.581,0,0.42800000000000005,0.238,0.666
emerging_haplotype,vic,region,2026-06-18,2026-07-30,42,Southeast Asia,C.5.6,0.43,0.167,0.263,0.15929285714285712,9,0,0.15800000000000003,0.35,0.508,0,0.31299999999999994,0.269,0.582,0,0.44900000000000007,0.226,0.675
emerging_haplotype,vic,region,2026-06-18,2026-08-06,49,Southeast Asia,C.5.6,0.422,0.25,0.172,0.07567857142857144,9,0,0.16599999999999998,0.336,0.502,0,0.32599999999999996,0.257,0.583,1,0.4710000000000001,0.213,0.684
emerging_haplotype,vic,region,2026-06-18,2026-08-13,56,Southeast Asia,C.5.6,0.415,0.2,0.21499999999999997,0.10171428571428572,9,0,0.172,0.324,0.496,0,0.351,0.234,0.585,1,0.49599999999999994,0.196,0.692
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,Europe,C.3.1,0.223,0.267,0.04400000000000001,0.021178571428571432,9,1,0.10600000000000001,0.17,0.276,1,0.186,0.139,0.325,1,0.281,0.113,0.394
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,Europe,C.3.1,0.232,0.273,0.04100000000000001,0.0221,9,1,0.11399999999999999,0.173,0.287,1,0.20799999999999996,0.139,0.347,1,0.302,0.114,0.416
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,Europe,C.3.1,0.242,0.3,0.057999999999999996,0.025935714285714284,9,1,0.123,0.178,0.301,1,0.22899999999999998,0.14,0.369,1,0.325,0.113,0.438
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,Europe,C.3.1,0.25,0.375,0.125,0.05403571428571429,9,0,0.131,0.184,0.315,1,0.252,0.14,0.392,1,0.34700000000000003,0.112,0.459
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,Europe,C.3.1,0.257,0.286,0.02899999999999997,0.02451428571428571,9,1,0.139,0.188,0.327,1,0.273,0.141,0.414,1,0.37,0.111,0.481
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,Europe,C.3.1,0.266,0.167,0.099,0.04295714285714286,9,0,0.14800000000000002,0.192,0.34,1,0.29000000000000004,0.143,0.433,1,0.394,0.109,0.503
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,Europe,C.3.3,0.029,0.133,0.10400000000000001,0.07932857142857143,9,0,0.023000000000000003,0.018,0.041,0,0.05,0.012,0.062,0,0.076,0.007,0.083
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,Europe,C.3.3,0.027,0.0,0.027,0.016878571428571427,9,0,0.022,0.017,0.039,0,0.051,0.01,0.061,0,0.079,0.006,0.085
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,Europe,C.3.3,0.026,0.0,0.026,0.015899999999999997,9,0,0.022,0.015,0.037,0,0.051,0.009,0.06,0,0.08199999999999999,0.006,0.088
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,Europe,C.3.3,0.025,0.0,0.025,0.014921428571428572,9,0,0.022,0.014,0.036,0,0.051,0.008,0.059,0,0.08499999999999999,0.005,0.09
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,Europe,C.3.3,0.023,0.0,0.023,0.014042857142857143,9,0,0.022000000000000006,0.013,0.035,0,0.05,0.008,0.058,0,0.086,0.004,0.09
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,Europe,C.3.3,0.022,0.0,0.022,0.013335714285714286,9,0,0.022000000000000002,0.012,0.034,0,0.05,0.007,0.057,0,0.087,0.004,0.091
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,Europe,C.5.1,0.084,0.133,0.049,0.020192857142857148,9,0,0.051000000000000004,0.061,0.112,1,0.09100000000000001,0.047,0.138,1,0.133,0.033,0.166
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,Europe,C.5.1,0.08,0.091,0.010999999999999996,0.008857142857142857,9,1,0.052,0.056,0.108,1,0.09100000000000001,0.043,0.134,1,0.136,0.03,0.166
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,Europe,C.5.1,0.076,0.1,0.024000000000000007,0.01087857142857143,9,1,0.054,0.051,0.105,1,0.091,0.04,0.131,1,0.139,0.027,0.166
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,Europe,C.5.1,0.072,0.0,0.072,0.04827857142857143,9,0,0.053000000000000005,0.047,0.1,0,0.092,0.036,0.128,0,0.14100000000000001,0.024,0.165
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,Europe,C.5.1,0.069,0.0,0.069,0.04549999999999999,9,0,0.052000000000000005,0.044,0.096,0,0.092,0.033,0.125,0,0.14200000000000002,0.022,0.164
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,Europe,C.5.1,0.065,0.0,0.065,0.042557142857142856,9,0,0.051,0.042,0.093,0,0.091,0.03,0.121,0,0.14400000000000002,0.019,0.163
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,Europe,C.5.6.1,0.236,0.2,0.035999999999999976,0.018778571428571426,9,1,0.09700000000000003,0.182,0.279,1,0.168,0.157,0.325,1,0.267,0.124,0.391
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,Europe,C.5.6.1,0.231,0.091,0.14,0.0840357142857143,9,0,0.10399999999999998,0.178,0.282,0,0.17900000000000002,0.152,0.331,0,0.28900000000000003,0.116,0.405
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,Europe,C.5.6.1,0.227,0.0,0.227,0.17115714285714284,9,0,0.11099999999999999,0.174,0.285,0,0.19100000000000003,0.146,0.337,0,0.308,0.111,0.419
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,Europe,C.5.6.1,0.225,0.0,0.225,0.16752142857142857,9,0,0.11799999999999997,0.169,0.287,0,0.202,0.14,0.342,0,0.325,0.107,0.432
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,Europe,C.5.6.1,0.223,0.0,0.223,0.16424285714285713,9,0,0.12199999999999997,0.165,0.287,0,0.21299999999999997,0.135,0.348,0,0.342,0.103,0.445
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,Europe,C.5.6.1,0.22,0.0,0.22,0.16112142857142858,9,0,0.12399999999999997,0.161,0.285,0,0.22199999999999998,0.131,0.353,0,0.349,0.1,0.449
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,Europe,C.5.6.1:241Q,0.094,0.067,0.026999999999999996,0.013978571428571429,9,1,0.068,0.067,0.135,1,0.137,0.048,0.185,1,0.189,0.036,0.225
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,Europe,C.5.6.1:241Q,0.096,0.182,0.086,0.034921428571428575,9,0,0.07599999999999998,0.066,0.142,1,0.15000000000000002,0.047,0.197,1,0.209,0.035,0.244
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,Europe,C.5.6.1:241Q,0.098,0.2,0.10200000000000001,0.04162857142857144,9,0,0.08199999999999999,0.066,0.148,1,0.16499999999999998,0.046,0.211,1,0.228,0.033,0.261
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,Europe,C.5.6.1:241Q,0.099,0.25,0.151,0.06939285714285715,9,0,0.09,0.066,0.156,0,0.178,0.045,0.223,1,0.24300000000000002,0.032,0.275
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,Europe,C.5.6.1:241Q,0.1,0.286,0.18599999999999997,0.09033571428571427,9,0,0.099,0.066,0.165,0,0.189,0.045,0.234,1,0.261,0.03,0.291
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,Europe,C.5.6.1:241Q,0.102,0.333,0.23100000000000004,0.1261714285714286,9,0,0.10799999999999998,0.066,0.174,0,0.201,0.044,0.245,0,0.27999999999999997,0.028,0.308
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,Europe,C.5.6:75E,0.016,0.0,0.016,0.009271428571428571,9,0,0.016,0.009,0.025,0,0.037000000000000005,0.004,0.041,0,0.06999999999999999,0.002,0.072
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,Europe,C.5.6:75E,0.015,0.0,0.015,0.008828571428571429,9,0,0.016,0.008,0.024,0,0.036000000000000004,0.004,0.04,0,0.072,0.002,0.074
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,Europe,C.5.6:75E,0.015,0.0,0.015,0.008878571428571428,9,0,0.016,0.008,0.024,0,0.037000000000000005,0.004,0.041,0,0.075,0.002,0.077
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,Europe,C.5.6:75E,0.014,0.0,0.014,0.008314285714285715,9,0,0.017,0.007,0.024,0,0.039,0.003,0.042,0,0.078,0.002,0.08
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,Europe,C.5.6:75E,0.013,0.0,0.013,0.007871428571428571,9,0,0.016,0.007,0.023,0,0.039999999999999994,0.003,0.043,0,0.082,0.001,0.083
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,Europe,C.5.6:75E,0.013,0.0,0.013,0.00767857142857143,9,0,0.017,0.006,0.023,0,0.039999999999999994,0.003,0.043,0,0.08499999999999999,0.001,0.086
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,Europe,C.5.7,0.032,0.0,0.032,0.021642857142857148,9,0,0.028000000000000004,0.022,0.05,0,0.047,0.014,0.061,0,0.082,0.01,0.092
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,Europe,C.5.7,0.031,0.0,0.031,0.020585714285714284,9,0,0.027,0.021,0.048,0,0.047,0.013,0.06,0,0.084,0.009,0.093
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,Europe,C.5.7,0.029,0.0,0.029,0.01920714285714286,9,0,0.028,0.019,0.047,0,0.046,0.012,0.058,0,0.08499999999999999,0.008,0.093
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,Europe,C.5.7,0.028,0.0,0.028,0.018242857142857144,9,0,0.028,0.018,0.046,0,0.047,0.011,0.058,0,0.086,0.007,0.093
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,Europe,C.5.7,0.027,0.0,0.027,0.017107142857142855,9,0,0.025999999999999995,0.017,0.043,0,0.047,0.01,0.057,0,0.087,0.006,0.093
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,Europe,C.5.7,0.025,0.0,0.025,0.01625,9,0,0.026000000000000002,0.016,0.042,0,0.047,0.009,0.056,0,0.087,0.006,0.093
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,Europe,C.5.6,0.246,0.2,0.045999999999999985,0.019114285714285705,9,0,0.07499999999999998,0.207,0.282,1,0.13,0.18,0.31,1,0.206,0.153,0.359
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,Europe,C.5.6,0.239,0.364,0.125,0.07245,9,0,0.07700000000000001,0.2,0.277,0,0.13499999999999998,0.17,0.305,0,0.213,0.144,0.357
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,Europe,C.5.6,0.232,0.4,0.168,0.1128214285714286,9,0,0.08100000000000002,0.191,0.272,0,0.141,0.16,0.301,0,0.22099999999999997,0.135,0.356
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,Europe,C.5.6,0.225,0.375,0.15,0.09157857142857144,9,0,0.08500000000000002,0.183,0.268,0,0.145,0.152,0.297,0,0.23099999999999998,0.125,0.356
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,Europe,C.5.6,0.218,0.429,0.211,0.14985,9,0,0.08800000000000002,0.175,0.263,0,0.15,0.142,0.292,0,0.239,0.117,0.356
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,Europe,C.5.6,0.21,0.5,0.29000000000000004,0.22657857142857146,9,0,0.09,0.166,0.256,0,0.15399999999999997,0.133,0.287,0,0.245,0.108,0.353
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,North America,C.3.1,0.235,0.351,0.11599999999999999,0.0888642857142857,9,0,0.03900000000000001,0.216,0.255,0,0.06700000000000003,0.205,0.272,0,0.10299999999999998,0.189,0.292
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,North America,C.3.1,0.216,0.341,0.12500000000000003,0.09785714285714286,9,0,0.03899999999999998,0.197,0.236,0,0.067,0.186,0.253,0,0.10200000000000001,0.171,0.273
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,North America,C.3.1,0.197,0.31,0.11299999999999999,0.08552857142857143,9,0,0.03900000000000001,0.179,0.218,0,0.066,0.168,0.234,0,0.1,0.154,0.254
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,North America,C.3.1,0.18,0.368,0.188,0.16063571428571427,9,0,0.037000000000000005,0.163,0.2,0,0.065,0.152,0.217,0,0.09899999999999998,0.138,0.237
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,North America,C.3.1,0.164,0.4,0.23600000000000002,0.2090214285714286,9,0,0.035,0.148,0.183,0,0.064,0.137,0.201,0,0.097,0.123,0.22
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,North America,C.3.1,0.148,0.667,0.519,0.4919071428571429,9,0,0.034,0.133,0.167,0,0.063,0.122,0.185,0,0.09499999999999999,0.109,0.204
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,North America,C.3.3,0.007,0.013,0.005999999999999999,0.0029214285714285713,9,0,0.003999999999999999,0.005,0.009,0,0.009000000000000001,0.003,0.012,1,0.013000000000000001,0.003,0.016
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,North America,C.3.3,0.006,0.023,0.017,0.012564285714285714,9,0,0.004999999999999999,0.004,0.009,0,0.009000000000000001,0.003,0.012,0,0.013,0.002,0.015
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,North America,C.3.3,0.006,0.034,0.028000000000000004,0.024314285714285715,9,0,0.004,0.004,0.008,0,0.008,0.003,0.011,0,0.012,0.002,0.014
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,North America,C.3.3,0.005,0.053,0.048,0.04402857142857143,9,0,0.004,0.003,0.007,0,0.008,0.002,0.01,0,0.012,0.002,0.014
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,North America,C.3.3,0.005,0.1,0.095,0.09130714285714288,9,0,0.004,0.003,0.007,0,0.008,0.002,0.01,0,0.011,0.002,0.013
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,North America,C.3.3,0.004,0.0,0.004,0.002785714285714286,9,0,0.003,0.003,0.006,0,0.006999999999999999,0.002,0.009,0,0.012,0.001,0.013
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,North America,C.5.1,0.075,0.039,0.036,0.024442857142857148,9,0,0.021999999999999992,0.066,0.088,0,0.043000000000000003,0.058,0.101,0,0.06999999999999999,0.049,0.119
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,North America,C.5.1,0.073,0.045,0.027999999999999997,0.016064285714285715,9,0,0.023999999999999994,0.063,0.087,0,0.044000000000000004,0.056,0.1,0,0.073,0.046,0.119
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,North America,C.5.1,0.07,0.034,0.036000000000000004,0.024678571428571428,9,0,0.024000000000000007,0.061,0.085,0,0.045000000000000005,0.053,0.098,0,0.075,0.044,0.119
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,North America,C.5.1,0.068,0.0,0.068,0.055971428571428575,9,0,0.025,0.058,0.083,0,0.047,0.05,0.097,0,0.07799999999999999,0.041,0.119
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,North America,C.5.1,0.066,0.0,0.066,0.05401428571428572,9,0,0.025,0.056,0.081,0,0.048,0.048,0.096,0,0.07999999999999999,0.039,0.119
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,North America,C.5.1,0.063,0.0,0.063,0.05143571428571429,9,0,0.026000000000000002,0.053,0.079,0,0.05,0.045,0.095,0,0.08099999999999999,0.037,0.118
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,North America,C.5.6.1,0.008,0.013,0.004999999999999999,0.0021,9,0,0.005999999999999999,0.005,0.011,1,0.01,0.004,0.014,1,0.014000000000000002,0.003,0.017
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,North America,C.5.6.1,0.007,0.023,0.016,0.011064285714285712,9,0,0.005,0.005,0.01,0,0.011,0.003,0.014,0,0.015000000000000001,0.002,0.017
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,North America,C.5.6.1,0.006,0.034,0.028000000000000004,0.023028571428571433,9,0,0.004999999999999999,0.004,0.009,0,0.009999999999999998,0.003,0.013,0,0.014,0.002,0.016
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,North America,C.5.6.1,0.006,0.0,0.006,0.0041428571428571434,9,0,0.004999999999999999,0.004,0.009,0,0.009000000000000001,0.003,0.012,0,0.014,0.002,0.016
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,North America,C.5.6.1,0.005,0.0,0.005,0.0033857142857142857,9,0,0.004,0.004,0.008,0,0.01,0.002,0.012,0,0.013999999999999999,0.001,0.015
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,North America,C.5.6.1,0.005,0.0,0.005,0.003142857142857143,9,0,0.005,0.003,0.008,0,0.009,0.002,0.011,0,0.013999999999999999,0.001,0.015
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,North America,C.5.6.1:241Q,0.644,0.455,0.189,0.15112142857142855,9,0,0.04400000000000004,0.62,0.664,0,0.10000000000000009,0.585,0.685,0,0.137,0.57,0.707
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,North America,C.5.6.1:241Q,0.669,0.409,0.26000000000000006,0.21959285714285715,9,0,0.04699999999999993,0.642,0.689,0,0.10299999999999998,0.608,0.711,0,0.14100000000000001,0.59,0.731
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,North America,C.5.6.1:241Q,0.692,0.448,0.24399999999999994,0.20219999999999996,9,0,0.04699999999999993,0.665,0.712,0,0.10299999999999998,0.631,0.734,0,0.14600000000000002,0.608,0.754
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,North America,C.5.6.1:241Q,0.714,0.421,0.293,0.2501785714285715,9,0,0.04799999999999993,0.686,0.734,0,0.10399999999999998,0.653,0.757,0,0.14900000000000002,0.627,0.776
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,North America,C.5.6.1:241Q,0.735,0.3,0.435,0.3918500000000001,9,0,0.04700000000000004,0.707,0.754,0,0.10499999999999998,0.673,0.778,0,0.14900000000000002,0.648,0.797
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,North America,C.5.6.1:241Q,0.755,0.0,0.755,0.7113285714285714,9,0,0.04800000000000004,0.726,0.774,0,0.10400000000000009,0.694,0.798,0,0.1499999999999999,0.666,0.816
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,North America,C.5.6:75E,0.0,0.013,0.013,0.011157142857142855,9,0,0.001,0.0,0.001,0,0.002,0.0,0.002,0,0.004,0.0,0.004
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,North America,C.5.6:75E,0.0,0.023,0.023,0.021157142857142857,9,0,0.001,0.0,0.001,0,0.002,0.0,0.002,0,0.004,0.0,0.004
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,North America,C.5.6:75E,0.0,0.034,0.034,0.032157142857142856,9,0,0.001,0.0,0.001,0,0.002,0.0,0.002,0,0.004,0.0,0.004
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,North America,C.5.6:75E,0.0,0.053,0.053,0.050878571428571426,9,0,0.001,0.0,0.001,0,0.002,0.0,0.002,0,0.005,0.0,0.005
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,North America,C.5.6:75E,0.0,0.1,0.1,0.09787857142857144,9,0,0.001,0.0,0.001,0,0.002,0.0,0.002,0,0.005,0.0,0.005
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,North America,C.5.6:75E,0.0,0.167,0.167,0.16487857142857143,9,0,0.001,0.0,0.001,0,0.002,0.0,0.002,0,0.005,0.0,0.005
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,North America,C.5.7,0.003,0.0,0.003,0.0019142857142857143,9,0,0.002,0.002,0.004,0,0.005,0.001,0.006,0,0.008,0.001,0.009
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,North America,C.5.7,0.003,0.0,0.003,0.0019071428571428573,9,0,0.002,0.002,0.004,0,0.005,0.001,0.006,0,0.007,0.001,0.008
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,North America,C.5.7,0.002,0.0,0.002,0.00145,9,0,0.002,0.001,0.003,0,0.004,0.001,0.005,0,0.007,0.001,0.008
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,North America,C.5.7,0.002,0.0,0.002,0.0014428571428571429,9,0,0.002,0.001,0.003,0,0.004,0.001,0.005,0,0.006,0.001,0.007
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,North America,C.5.7,0.002,0.0,0.002,0.0011357142857142855,9,0,0.002,0.001,0.003,0,0.003,0.001,0.004,1,0.007,0.0,0.007
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,North America,C.5.7,0.002,0.0,0.002,0.0010571428571428572,9,0,0.001,0.001,0.002,0,0.003,0.001,0.004,1,0.006,0.0,0.006
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,North America,C.5.6,0.023,0.117,0.094,0.08576428571428572,9,0,0.010000000000000002,0.018,0.028,0,0.019000000000000003,0.014,0.033,0,0.031000000000000003,0.011,0.042
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,North America,C.5.6,0.021,0.136,0.115,0.10590714285714287,9,0,0.009999999999999998,0.017,0.027,0,0.019000000000000003,0.013,0.032,0,0.031,0.01,0.041
emerging_haplotype,vic,region,2026-07-02,2026-07-23,21,North America,C.5.6,0.02,0.103,0.08299999999999999,0.07445,9,0,0.010000000000000002,0.015,0.025,0,0.018,0.012,0.03,0,0.031,0.009,0.04
emerging_haplotype,vic,region,2026-07-02,2026-07-30,28,North America,C.5.6,0.019,0.105,0.086,0.07745,9,0,0.01,0.014,0.024,0,0.018000000000000002,0.011,0.029,0,0.031,0.008,0.039
emerging_haplotype,vic,region,2026-07-02,2026-08-06,35,North America,C.5.6,0.017,0.1,0.083,0.07406428571428572,9,0,0.009,0.013,0.022,0,0.017,0.01,0.027,0,0.031,0.007,0.038
emerging_haplotype,vic,region,2026-07-02,2026-08-13,42,North America,C.5.6,0.016,0.167,0.15100000000000002,0.14239285714285715,9,0,0.010000000000000002,0.011,0.021,0,0.016,0.009,0.025,0,0.031,0.006,0.037
emerging_haplotype,vic,region,2026-07-02,2026-07-09,7,South America,C.3.1,0.548,0.535,0.013000000000000012,0.023500000000000004,9,1,0.15500000000000003,0.469,0.624,1,0.268,0.401,0.669,1,0.408,0.317,0.725
emerging_haplotype,vic,region,2026-07-02,2026-07-16,14,South America,C.3.1,0.543,0.519,0.02400000000000002,0.027014285714285716,9,1,0.172,0.451,0.623,1,0.28700000000000003,0.385,0.672,1,0.434,0.298,0.732
